"datetime","date","ph-i-subdaily","epoch"
"2020-01-02 00:02:11","2020-01-02",8.01,1577923331000
"2020-01-02 00:17:11","2020-01-02",8.01,1577924231000
"2020-01-02 00:32:11","2020-01-02",8.01,1577925131000
"2020-01-02 00:47:11","2020-01-02",8.02,1577926031000
"2020-01-02 01:02:11","2020-01-02",8.02,1577926931000
"2020-01-02 01:17:11","2020-01-02",8.02,1577927831000
"2020-01-02 01:32:11","2020-01-02",8.02,1577928731000
"2020-01-02 01:47:11","2020-01-02",8.02,1577929631000
"2020-01-02 02:02:11","2020-01-02",8.03,1577930531000
"2020-01-02 02:17:14","2020-01-02",8.03,1577931434000
"2020-01-02 02:32:11","2020-01-02",8.03,1577932331000
"2020-01-02 02:47:11","2020-01-02",8.02,1577933231000
"2020-01-02 03:02:11","2020-01-02",8.02,1577934131000
"2020-01-02 03:17:11","2020-01-02",8.02,1577935031000
"2020-01-02 03:32:11","2020-01-02",8.02,1577935931000
"2020-01-02 03:47:11","2020-01-02",8.01,1577936831000
"2020-01-02 04:02:11","2020-01-02",8.0,1577937731000
"2020-01-02 04:17:11","2020-01-02",7.99,1577938631000
"2020-01-02 04:32:11","2020-01-02",7.99,1577939531000
"2020-01-02 04:47:11","2020-01-02",7.99,1577940431000
"2020-01-02 05:02:11","2020-01-02",8.0,1577941331000
"2020-01-02 05:17:11","2020-01-02",8.01,1577942231000
"2020-01-02 05:32:11","2020-01-02",8.02,1577943131000
"2020-01-02 05:47:11","2020-01-02",8.01,1577944031000
"2020-01-02 06:02:11","2020-01-02",8.02,1577944931000
"2020-01-02 06:17:12","2020-01-02",8.02,1577945832000
"2020-01-02 06:32:11","2020-01-02",8.02,1577946731000
"2020-01-02 06:47:11","2020-01-02",8.01,1577947631000
"2020-01-02 07:02:11","2020-01-02",8.01,1577948531000
"2020-01-02 07:17:11","2020-01-02",8.0,1577949431000
"2020-01-02 07:32:11","2020-01-02",7.99,1577950331000
"2020-01-02 07:47:11","2020-01-02",8.0,1577951231000
"2020-01-02 08:02:11","2020-01-02",8.01,1577952131000
"2020-01-02 08:17:11","2020-01-02",8.02,1577953031000
"2020-01-02 08:32:11","2020-01-02",8.02,1577953931000
"2020-01-02 08:47:11","2020-01-02",8.02,1577954831000
"2020-01-02 09:02:11","2020-01-02",8.01,1577955731000
"2020-01-02 09:17:11","2020-01-02",8.01,1577956631000
"2020-01-02 09:32:13","2020-01-02",8.01,1577957533000
"2020-01-02 09:47:11","2020-01-02",8.02,1577958431000
"2020-01-02 10:02:11","2020-01-02",8.02,1577959331000
"2020-01-02 10:17:11","2020-01-02",8.01,1577960231000
"2020-01-02 10:32:11","2020-01-02",8.0,1577961131000
"2020-01-02 10:47:11","2020-01-02",7.99,1577962031000
"2020-01-02 11:02:11","2020-01-02",8.01,1577962931000
"2020-01-02 11:17:11","2020-01-02",8.02,1577963831000
"2020-01-02 11:32:11","2020-01-02",8.03,1577964731000
"2020-01-02 11:47:11","2020-01-02",8.04,1577965631000
"2020-01-02 12:02:11","2020-01-02",8.04,1577966531000
"2020-01-02 12:17:11","2020-01-02",8.05,1577967431000
"2020-01-02 12:32:11","2020-01-02",8.05,1577968331000
"2020-01-02 12:47:11","2020-01-02",8.05,1577969231000
"2020-01-02 13:02:11","2020-01-02",8.06,1577970131000
"2020-01-02 13:17:11","2020-01-02",8.06,1577971031000
"2020-01-02 13:32:11","2020-01-02",8.06,1577971931000
"2020-01-02 13:47:11","2020-01-02",8.06,1577972831000
"2020-01-02 14:02:11","2020-01-02",8.06,1577973731000
"2020-01-02 14:17:11","2020-01-02",8.05,1577974631000
"2020-01-02 14:32:11","2020-01-02",8.05,1577975531000
"2020-01-02 14:47:11","2020-01-02",8.06,1577976431000
"2020-01-02 15:02:12","2020-01-02",8.05,1577977332000
"2020-01-02 15:17:11","2020-01-02",8.06,1577978231000
"2020-01-02 15:32:11","2020-01-02",8.06,1577979131000
"2020-01-02 15:47:12","2020-01-02",8.06,1577980032000
"2020-01-02 16:02:11","2020-01-02",8.06,1577980931000
"2020-01-02 16:17:13","2020-01-02",8.07,1577981833000
"2020-01-02 16:32:11","2020-01-02",8.07,1577982731000
"2020-01-02 16:47:11","2020-01-02",8.07,1577983631000
"2020-01-02 17:02:11","2020-01-02",8.07,1577984531000
"2020-01-02 17:17:11","2020-01-02",8.06,1577985431000
"2020-01-02 17:32:11","2020-01-02",8.06,1577986331000
"2020-01-02 17:47:11","2020-01-02",8.05,1577987231000
"2020-01-02 18:02:11","2020-01-02",8.04,1577988131000
"2020-01-02 18:17:11","2020-01-02",8.03,1577989031000
"2020-01-02 18:47:11","2020-01-02",8.03,1577990831000
"2020-01-02 19:02:11","2020-01-02",8.03,1577991731000
"2020-01-02 19:17:11","2020-01-02",8.03,1577992631000
"2020-01-02 19:32:11","2020-01-02",8.03,1577993531000
"2020-01-02 19:47:11","2020-01-02",8.03,1577994431000
"2020-01-02 20:02:11","2020-01-02",8.03,1577995331000
"2020-01-02 20:17:11","2020-01-02",8.04,1577996231000
"2020-01-02 20:32:11","2020-01-02",8.05,1577997131000
"2020-01-02 20:47:11","2020-01-02",8.06,1577998031000
"2020-01-02 21:02:11","2020-01-02",8.06,1577998931000
"2020-01-02 21:17:11","2020-01-02",8.06,1577999831000
