"datetime","date","cond-i-subdaily-uS","epoch"
"2018-01-02 00:02:10","2018-01-02",612.0,1514851330000
"2018-01-02 00:17:10","2018-01-02",615.0,1514852230000
"2018-01-02 00:32:11","2018-01-02",620.0,1514853131000
"2018-01-02 00:47:10","2018-01-02",620.0,1514854030000
"2018-01-02 01:02:10","2018-01-02",620.0,1514854930000
"2018-01-02 01:17:10","2018-01-02",620.0,1514855830000
"2018-01-02 01:32:10","2018-01-02",620.0,1514856730000
"2018-01-02 01:47:10","2018-01-02",620.0,1514857630000
"2018-01-02 02:02:10","2018-01-02",620.0,1514858530000
"2018-01-02 02:17:11","2018-01-02",619.0,1514859431000
"2018-01-02 02:32:11","2018-01-02",619.0,1514860331000
"2018-01-02 02:47:10","2018-01-02",619.0,1514861230000
"2018-01-02 03:02:10","2018-01-02",618.0,1514862130000
"2018-01-02 03:17:11","2018-01-02",617.0,1514863031000
"2018-01-02 03:32:11","2018-01-02",614.0,1514863931000
"2018-01-02 03:47:11","2018-01-02",610.0,1514864831000
"2018-01-02 04:02:10","2018-01-02",608.0,1514865730000
"2018-01-02 04:17:11","2018-01-02",606.0,1514866631000
"2018-01-02 04:32:10","2018-01-02",606.0,1514867530000
"2018-01-02 04:47:10","2018-01-02",606.0,1514868430000
"2018-01-02 05:02:10","2018-01-02",606.0,1514869330000
"2018-01-02 05:17:11","2018-01-02",606.0,1514870231000
"2018-01-02 05:32:10","2018-01-02",607.0,1514871130000
"2018-01-02 05:47:10","2018-01-02",607.0,1514872030000
"2018-01-02 06:02:11","2018-01-02",616.0,1514872931000
"2018-01-02 06:17:11","2018-01-02",623.0,1514873831000
"2018-01-02 06:32:11","2018-01-02",621.0,1514874731000
"2018-01-02 06:47:11","2018-01-02",617.0,1514875631000
"2018-01-02 07:02:11","2018-01-02",614.0,1514876531000
"2018-01-02 07:17:10","2018-01-02",610.0,1514877430000
"2018-01-02 07:32:11","2018-01-02",608.0,1514878331000
"2018-01-02 07:47:11","2018-01-02",605.0,1514879231000
"2018-01-02 08:02:11","2018-01-02",605.0,1514880131000
"2018-01-02 08:17:11","2018-01-02",607.0,1514881031000
"2018-01-02 08:32:11","2018-01-02",603.0,1514881931000
"2018-01-02 08:47:11","2018-01-02",605.0,1514882831000
"2018-01-02 09:02:11","2018-01-02",604.0,1514883731000
"2018-01-02 09:17:10","2018-01-02",606.0,1514884630000
"2018-01-02 09:32:11","2018-01-02",607.0,1514885531000
"2018-01-02 09:47:11","2018-01-02",608.0,1514886431000
"2018-01-02 10:02:11","2018-01-02",605.0,1514887331000
"2018-01-02 10:17:11","2018-01-02",603.0,1514888231000
"2018-01-02 10:32:11","2018-01-02",606.0,1514889131000
"2018-01-02 10:47:10","2018-01-02",600.0,1514890030000
"2018-01-02 11:02:10","2018-01-02",606.0,1514890930000
"2018-01-02 11:17:10","2018-01-02",604.0,1514891830000
"2018-01-02 11:32:11","2018-01-02",606.0,1514892731000
"2018-01-02 11:47:11","2018-01-02",607.0,1514893631000
"2018-01-02 12:02:10","2018-01-02",610.0,1514894530000
"2018-01-02 12:17:11","2018-01-02",615.0,1514895431000
"2018-01-02 12:32:11","2018-01-02",616.0,1514896331000
"2018-01-02 12:47:11","2018-01-02",617.0,1514897231000
"2018-01-02 13:02:10","2018-01-02",615.0,1514898130000
"2018-01-02 13:17:11","2018-01-02",614.0,1514899031000
"2018-01-02 13:32:10","2018-01-02",615.0,1514899930000
"2018-01-02 13:47:10","2018-01-02",615.0,1514900830000
"2018-01-02 14:02:11","2018-01-02",616.0,1514901731000
"2018-01-02 14:17:10","2018-01-02",616.0,1514902630000
"2018-01-02 14:32:11","2018-01-02",615.0,1514903531000
"2018-01-02 14:47:11","2018-01-02",616.0,1514904431000
"2018-01-02 15:02:10","2018-01-02",615.0,1514905330000
"2018-01-02 15:17:10","2018-01-02",614.0,1514906230000
"2018-01-02 15:32:10","2018-01-02",613.0,1514907130000
"2018-01-02 15:47:11","2018-01-02",613.0,1514908031000
"2018-01-02 16:02:11","2018-01-02",613.0,1514908931000
"2018-01-02 16:17:11","2018-01-02",610.0,1514909831000
"2018-01-02 16:32:11","2018-01-02",607.0,1514910731000
"2018-01-02 16:47:10","2018-01-02",604.0,1514911630000
"2018-01-02 17:02:10","2018-01-02",604.0,1514912530000
"2018-01-02 17:17:10","2018-01-02",603.0,1514913430000
"2018-01-02 17:32:11","2018-01-02",603.0,1514914331000
"2018-01-02 17:47:11","2018-01-02",604.0,1514915231000
"2018-01-02 18:02:10","2018-01-02",606.0,1514916130000
