"datetime","date","amm-i-subdaily-mgL","epoch"
"2021-01-02 00:02:14","2021-01-02",14.84,1609545734000
"2021-01-02 00:17:11","2021-01-02",14.89,1609546631000
"2021-01-02 00:32:11","2021-01-02",14.86,1609547531000
"2021-01-02 00:47:12","2021-01-02",14.83,1609548432000
"2021-01-02 01:02:11","2021-01-02",14.64,1609549331000
"2021-01-02 01:17:11","2021-01-02",14.58,1609550231000
"2021-01-02 01:32:11","2021-01-02",14.57,1609551131000
"2021-01-02 01:47:12","2021-01-02",14.37,1609552032000
"2021-01-02 02:02:11","2021-01-02",14.38,1609552931000
"2021-01-02 02:17:11","2021-01-02",14.34,1609553831000
"2021-01-02 02:32:11","2021-01-02",14.43,1609554731000
"2021-01-02 02:47:11","2021-01-02",14.34,1609555631000
"2021-01-02 03:02:11","2021-01-02",14.41,1609556531000
"2021-01-02 03:17:11","2021-01-02",14.45,1609557431000
"2021-01-02 03:32:11","2021-01-02",14.23,1609558331000
"2021-01-02 03:47:11","2021-01-02",14.61,1609559231000
"2021-01-02 04:02:11","2021-01-02",14.37,1609560131000
"2021-01-02 04:17:11","2021-01-02",14.54,1609561031000
"2021-01-02 04:32:11","2021-01-02",14.85,1609561931000
"2021-01-02 04:47:11","2021-01-02",14.69,1609562831000
"2021-01-02 05:02:11","2021-01-02",14.96,1609563731000
"2021-01-02 05:17:11","2021-01-02",14.95,1609564631000
"2021-01-02 05:32:11","2021-01-02",15.06,1609565531000
"2021-01-02 05:47:11","2021-01-02",15.15,1609566431000
"2021-01-02 06:02:11","2021-01-02",15.08,1609567331000
"2021-01-02 06:17:11","2021-01-02",15.89,1609568231000
"2021-01-02 06:32:11","2021-01-02",15.44,1609569131000
"2021-01-02 06:47:11","2021-01-02",15.11,1609570031000
"2021-01-02 07:02:11","2021-01-02",15.06,1609570931000
"2021-01-02 07:17:11","2021-01-02",14.84,1609571831000
"2021-01-02 07:32:11","2021-01-02",14.94,1609572731000
"2021-01-02 07:47:11","2021-01-02",14.9,1609573631000
"2021-01-02 08:02:11","2021-01-02",15.04,1609574531000
"2021-01-02 08:17:14","2021-01-02",14.95,1609575434000
"2021-01-02 08:32:11","2021-01-02",14.96,1609576331000
"2021-01-02 08:47:11","2021-01-02",14.77,1609577231000
"2021-01-02 09:02:11","2021-01-02",14.83,1609578131000
"2021-01-02 09:17:11","2021-01-02",14.87,1609579031000
"2021-01-02 09:32:11","2021-01-02",14.87,1609579931000
"2021-01-02 09:47:11","2021-01-02",14.99,1609580831000
"2021-01-02 10:02:11","2021-01-02",14.87,1609581731000
"2021-01-02 10:17:11","2021-01-02",14.96,1609582631000
"2021-01-02 10:32:11","2021-01-02",15.1,1609583531000
"2021-01-02 10:47:11","2021-01-02",15.17,1609584431000
"2021-01-02 11:02:11","2021-01-02",15.17,1609585331000
"2021-01-02 11:17:11","2021-01-02",15.57,1609586231000
"2021-01-02 11:32:11","2021-01-02",15.71,1609587131000
"2021-01-02 11:47:13","2021-01-02",15.87,1609588033000
"2021-01-02 12:02:11","2021-01-02",16.08,1609588931000
"2021-01-02 12:17:11","2021-01-02",15.99,1609589831000
"2021-01-02 12:32:13","2021-01-02",16.11,1609590733000
"2021-01-02 12:47:12","2021-01-02",16.01,1609591632000
"2021-01-02 13:02:11","2021-01-02",15.7,1609592531000
"2021-01-02 13:17:11","2021-01-02",15.26,1609593431000
"2021-01-02 13:32:11","2021-01-02",15.27,1609594331000
"2021-01-02 13:47:11","2021-01-02",15.04,1609595231000
"2021-01-02 14:02:11","2021-01-02",14.8,1609596131000
"2021-01-02 14:17:11","2021-01-02",14.71,1609597031000
"2021-01-02 14:32:11","2021-01-02",14.7,1609597931000
"2021-01-02 14:47:11","2021-01-02",14.8,1609598831000
"2021-01-02 15:02:14","2021-01-02",14.88,1609599734000
"2021-01-02 15:17:11","2021-01-02",15.12,1609600631000
"2021-01-02 15:32:11","2021-01-02",15.18,1609601531000
