"datetime","date","temp-i-subdaily-C","epoch"
"2018-01-02 00:02:11","2018-01-02",7.0,1514851331000
"2018-01-02 00:17:11","2018-01-02",6.99,1514852231000
"2018-01-02 00:32:11","2018-01-02",6.94,1514853131000
"2018-01-02 00:47:11","2018-01-02",6.92,1514854031000
"2018-01-02 01:02:11","2018-01-02",6.88,1514854931000
"2018-01-02 01:17:11","2018-01-02",6.88,1514855831000
"2018-01-02 01:32:11","2018-01-02",6.86,1514856731000
"2018-01-02 01:47:11","2018-01-02",6.84,1514857631000
"2018-01-02 02:02:11","2018-01-02",6.84,1514858531000
"2018-01-02 02:17:11","2018-01-02",6.83,1514859431000
"2018-01-02 02:32:11","2018-01-02",6.84,1514860331000
"2018-01-02 02:47:11","2018-01-02",6.86,1514861231000
"2018-01-02 03:02:11","2018-01-02",7.54,1514862131000
"2018-01-02 03:17:11","2018-01-02",7.54,1514863031000
"2018-01-02 03:32:11","2018-01-02",7.03,1514863931000
"2018-01-02 03:47:11","2018-01-02",6.79,1514864831000
"2018-01-02 04:02:11","2018-01-02",6.73,1514865731000
"2018-01-02 04:17:11","2018-01-02",6.7,1514866631000
"2018-01-02 04:32:11","2018-01-02",6.68,1514867531000
"2018-01-02 04:47:11","2018-01-02",6.71,1514868431000
"2018-01-02 05:02:11","2018-01-02",6.71,1514869331000
"2018-01-02 05:17:11","2018-01-02",6.74,1514870231000
"2018-01-02 05:32:11","2018-01-02",6.71,1514871131000
"2018-01-02 05:47:11","2018-01-02",6.7,1514872031000
"2018-01-02 06:02:11","2018-01-02",6.7,1514872931000
"2018-01-02 06:17:11","2018-01-02",6.71,1514873831000
"2018-01-02 06:32:11","2018-01-02",6.71,1514874731000
"2018-01-02 06:47:11","2018-01-02",6.75,1514875631000
"2018-01-02 07:02:11","2018-01-02",6.8,1514876531000
"2018-01-02 07:17:11","2018-01-02",6.75,1514877431000
"2018-01-02 07:32:11","2018-01-02",6.74,1514878331000
"2018-01-02 07:47:11","2018-01-02",6.73,1514879231000
"2018-01-02 08:02:11","2018-01-02",6.73,1514880131000
"2018-01-02 08:17:11","2018-01-02",6.75,1514881031000
"2018-01-02 08:32:11","2018-01-02",6.77,1514881931000
"2018-01-02 08:47:11","2018-01-02",6.76,1514882831000
"2018-01-02 09:02:11","2018-01-02",6.78,1514883731000
"2018-01-02 09:17:11","2018-01-02",6.77,1514884631000
"2018-01-02 09:32:11","2018-01-02",6.8,1514885531000
"2018-01-02 09:47:11","2018-01-02",6.8,1514886431000
"2018-01-02 10:02:11","2018-01-02",6.78,1514887331000
"2018-01-02 10:17:11","2018-01-02",6.81,1514888231000
"2018-01-02 10:32:11","2018-01-02",6.84,1514889131000
"2018-01-02 10:47:11","2018-01-02",6.81,1514890031000
"2018-01-02 11:02:11","2018-01-02",6.84,1514890931000
"2018-01-02 11:17:11","2018-01-02",6.89,1514891831000
"2018-01-02 11:32:11","2018-01-02",6.81,1514892731000
"2018-01-02 11:47:11","2018-01-02",6.87,1514893631000
"2018-01-02 12:02:11","2018-01-02",6.83,1514894531000
"2018-01-02 12:17:11","2018-01-02",6.82,1514895431000
"2018-01-02 12:32:11","2018-01-02",6.82,1514896331000
"2018-01-02 12:47:11","2018-01-02",6.68,1514897231000
"2018-01-02 13:02:11","2018-01-02",6.74,1514898131000
"2018-01-02 13:17:11","2018-01-02",6.73,1514899031000
"2018-01-02 13:32:11","2018-01-02",6.72,1514899931000
"2018-01-02 13:47:11","2018-01-02",6.71,1514900831000
